FEEDER_ID,FROM_DT,TO_DATE,IMP,EXP,BASIS,HOLD,ENTRY_DT,LOGIN,REMARK,BK_IMP,BK_EXP,METERNO,USER_IP,I_READ_DT,F_READ_DT,EXP_IREAD,EXP_FREAD,IMP_IREAD,IMP_FREAD,MF,DIVISION
SMMOT118,2023-01-01,2023-01-31,0,0.0069,R ,N,2023-02-01T09:54:55,ADMIN,,,,29950321,10.125.126.50,2022-12-31T23:49:41,2023-01-31T23:49:10,56.833,61.4,0.004,0.004,1500,2551
SMMOT102,2023-01-01,2023-01-31,0,1.2895,R ,N,2023-02-01T09:54:55,ADMIN,,,,29950322,10.125.126.50,2022-12-31T23:48:57,2023-01-31T23:48:26,1882.811,2043.998,0.154,0.154,8000,2530
SJASL115,2023-01-01,2023-01-31,0,0.5211,R ,N,2023-02-01T09:54:55,ADMIN,,,,29950323,10.125.126.50,2022-12-31T23:46:47,2023-01-31T23:46:18,964.528,1029.661,0.004,0.004,8000,2542
SMMOT112,2023-01-01,2023-01-31,0,0.2249,R ,N,2023-02-01T09:54:55,ADMIN,,,,29950324,10.125.126.50,2022-12-31T23:46:43,2023-01-31T23:46:12,368.422,396.538,0.007,0.007,8000,2530
SMMOT120,2023-01-01,2023-01-31,0,0.0295,R ,N,2023-02-01T09:54:55,ADMIN,,,,29950325,10.125.126.50,2022-12-31T23:49:19,2023-01-31T23:48:48,47.905,51.589,0.008,0.008,8000,2551
WPSCP121,2023-01-01,2023-01-31,0,0.6756,R ,N,2023-02-01T09:54:55,ADMIN,,,,29950326,10.125.126.50,2022-12-31T23:49:07,2023-01-31T23:48:39,1412.146,1496.597,0.01,0.01,8000,2640
WPSCP101,2023-01-01,2023-01-31,0,0,R ,N,2023-02-01T09:54:55,ADMIN,,,,29950327,10.125.126.50,2022-12-31T23:46:01,2023-01-31T23:45:32,0,0,0.005,0.005,8000,2630
WPSCP107,2023-01-01,2023-01-31,0,0.0108,R ,N,2023-02-01T09:54:55,ADMIN,,,,29950328,10.125.126.50,2022-12-31T23:47:57,2023-01-31T23:47:29,30.735,34.349,0.023,0.023,3000,2640
WPSCP106,2023-01-01,2023-01-31,0,0.4193,R ,N,2023-02-01T09:54:55,ADMIN,,,,29950329,10.125.126.50,2022-12-31T23:47:11,2023-01-31T23:46:42,1290.239,1342.646,0.005,0.005,8000,2640
WPSCP105,2023-01-01,2023-01-31,0,1.5461,R ,N,2023-02-01T09:54:55,ADMIN,,,,29950330,10.125.126.50,2022-12-31T23:50:16,2023-01-31T23:49:49,1545.202,1738.468,0.046,0.046,8000,2641
SKKRI328,2023-01-01,2023-01-31,0,3.1085,R ,N,2023-02-01T09:54:55,ADMIN,,,,29950332,10.125.126.50,2022-12-31T23:45:37,2023-01-31T23:45:08,157.466,176.894,0.005,0.005,160000,
WBDL1118,2023-01-01,2023-01-31,0,0.4928,R ,N,2023-02-01T09:54:55,ADMIN,,,,29950336,10.125.126.50,2022-12-31T23:46:24,2023-01-31T23:45:52,1309.087,1370.682,0.005,0.005,8000,2641
WBDL1125,2023-01-01,2023-01-31,0,0.5458,R ,N,2023-02-01T09:54:55,ADMIN,,,,29950337,10.125.126.50,2022-12-31T23:45:37,2023-01-31T23:45:06,1049.049,1117.27,0.116,0.116,8000,2650
WBDL1128,2023-01-01,2023-01-31,0,0.0594,R ,N,2023-02-01T09:54:55,ADMIN,,,,29950338,10.125.126.50,2022-12-31T23:45:38,2023-01-31T23:45:08,198.408,205.829,0.005,0.005,8000,2650
WBDL1105,2023-01-01,2023-01-31,0,0.6524,R ,N,2023-02-01T09:54:55,ADMIN,,,,29950339,10.125.126.50,2022-12-31T23:46:24,2023-01-31T23:45:55,1258.098,1339.647,0.047,0.047,8000,2650
WBDL1102,2023-01-01,2023-01-31,0,0.0871,R ,N,2023-02-01T09:54:55,ADMIN,,,,29950340,10.125.126.50,2022-12-31T23:49:31,2023-01-31T23:48:58,94.965,105.855,0.309,0.309,8000,2650
SJASL114,2023-01-01,2023-01-31,0,0.0669,R ,N,2023-02-01T09:54:55,ADMIN,,,,29950341,10.125.126.50,2022-12-31T23:46:24,2023-01-31T23:45:55,208.581,216.947,0.008,0.008,8000,2542
SKLSH106,2023-01-01,2023-01-31,0,0.4318,R ,N,2023-02-01T09:54:55,ADMIN,,,,29950342,10.125.126.50,2022-12-31T23:48:57,2023-01-31T23:48:25,819.133,873.112,0.005,0.011,8000,2530
SMMOT109,2023-01-01,2023-01-31,0,0.532,R ,N,2023-02-01T09:54:55,ADMIN,,,,29950343,10.125.126.50,2022-12-31T23:46:21,2023-01-31T23:45:50,1013.389,1079.891,0.007,0.007,8000,2520
SJASL112,2023-01-01,2023-01-31,0,0.1869,R ,N,2023-02-01T09:54:55,ADMIN,,,,29950344,10.125.126.50,2022-12-31T23:51:26,2023-01-31T23:50:56,523.055,546.423,0.005,0.005,8000,2542
SMMOT106,2023-01-01,2023-01-31,0,0.9818,R ,N,2023-02-01T09:54:55,ADMIN,,,,29950345,10.125.126.50,2022-12-31T23:50:48,2023-01-31T23:50:17,1210.036,1332.762,0.005,0.005,8000,2551
SKLSH107,2023-01-01,2023-01-31,0,0.2887,R ,N,2023-02-01T09:54:55,ADMIN,,,,29950346,10.125.126.50,2022-12-31T23:51:10,2023-01-31T23:50:38,571.589,607.674,0.004,0.004,8000,2530
SKLSH110,2023-01-01,2023-01-31,0,0.5478,R ,N,2023-02-01T09:54:55,ADMIN,,,,29950347,10.125.126.50,2022-12-31T23:48:34,2023-01-31T23:48:02,1242.784,1311.255,0.18,0.18,8000,2530
SKLSH118,2023-01-01,2023-01-31,0,1.0215,R ,N,2023-02-01T09:54:55,ADMIN,,,,29950348,10.125.126.50,2022-12-31T23:50:03,2023-01-31T23:49:31,1406.008,1533.698,0.007,0.007,8000,2530
WPSCP109,2023-01-01,2023-01-31,0,0.438,R ,N,2023-02-01T09:54:55,ADMIN,,,,29950351,10.125.126.50,2022-12-31T23:48:43,2023-01-31T23:48:16,779.833,834.584,0.011,0.011,8000,2630
WPSCP122,2023-01-01,2023-01-31,0,0.526,R ,N,2023-02-01T09:54:55,ADMIN,,,,29950352,10.125.126.50,2022-12-31T23:46:24,2023-01-31T23:45:55,1393.7,1459.444,0.025,0.025,8000,2640
WPSCP123,2023-01-01,2023-01-31,0,0.7778,R ,N,2023-02-01T09:54:55,ADMIN,,,,29950353,10.125.126.50,2022-12-31T23:45:38,2023-01-31T23:45:08,1334.186,1431.406,0.072,0.072,8000,2630
WPSCP113,2023-01-01,2023-01-31,0.0002,0.2493,R ,N,2023-02-01T09:54:55,ADMIN,,,,29950354,10.125.126.50,2022-12-31T23:46:47,2023-01-31T23:46:18,1341.334,1372.494,0.03,0.053,8000,2640
WPNRD108,2023-01-01,2023-01-31,0,0.091,R ,N,2023-02-01T09:54:55,ADMIN,,,,29950355,10.125.126.50,2022-12-31T23:46:22,2023-01-31T23:46:33,98.436,109.812,0.007,0.012,8000,2660
SABAG107,2023-01-01,2023-01-31,0,0.9209,R ,N,2023-02-01T09:54:55,ADMIN,,,,29950356,10.125.126.50,2022-12-31T23:47:05,2023-01-31T23:46:37,1294.649,1409.757,0.031,0.031,8000,2521
SMTRD116,2023-01-01,2023-01-31,0,0.0035,R ,N,2023-02-01T09:55:01,ADMIN,,,,29955489,10.125.126.50,2022-12-31T23:49:27,2023-01-31T23:46:35,2.31,4.645,0.006,0.006,1500,2541
SMTRD123,2023-01-01,2023-01-31,0,1.081,R ,N,2023-02-01T09:55:01,ADMIN,,,,29955490,10.125.126.50,2022-12-31T23:49:05,2023-01-31T23:46:12,120.58,255.705,0.007,0.007,8000,2541
SMTRD119,2023-01-01,2023-01-31,0,0.3192,R ,N,2023-02-01T09:55:01,ADMIN,,,,29955496,10.125.126.50,2022-12-31T23:48:20,2023-01-31T23:45:28,32.683,72.584,0.007,0.007,8000,2541
SMTRD619,2023-01-01,2023-01-31,0.0003,0,R ,N,2023-02-01T09:55:01,ADMIN,,,,29955497,10.125.126.50,2022-12-31T23:48:43,2023-01-31T23:45:50,0,0,0.028,0.061,8000,
SMTRD120,2023-01-01,2023-01-31,0.0001,0.0308,R ,N,2023-02-01T09:55:01,ADMIN,,,,29955498,10.125.126.50,2022-12-31,2023-01-31T23:45:49,4.08,7.924,0,0.007,8000,2541
SMTRD121,2023-01-01,2023-01-31,0.0006,0,R ,N,2023-02-01T09:55:01,ADMIN,,,,29955499,10.125.126.50,2022-12-31,2023-01-31T23:45:26,18.5,18.503,0,0.073,8000,2541
SMTRD122,2023-01-01,2023-01-31,0.0001,0.1772,D ,N,2023-02-01T09:55:01,nphg,PF ISSUE,0.0001,0.0339,29955500,10.125.126.50,2022-12-31,2023-01-31T23:48:47,3.36,7.601,0,0.008,8000,2541
SSAKT109,2023-01-01,2023-01-31,0,1.0115,R ,N,2023-02-01T09:55:01,ADMIN,,,,22107144,10.125.126.50,2022-12-31T23:51:42,2023-01-31T23:51:16,4480.963,4506.25,0.708,0.708,40000,2520
WMTLA135,2023-01-01,2023-01-31,0.0004,0.829,R ,N,2023-02-01T09:55:01,ADMIN,,,,22107386,10.125.126.50,2022-12-31T23:48:11,2023-01-31T23:49:18,1823.461,1844.187,3.017,3.028,40000,2652
SFTPR103,2023-01-01,2023-01-31,0,0.7039,R ,N,2023-02-01T09:55:01,ADMIN,,,,24490183,10.125.126.50,2022-12-31T23:50:32,2023-01-31T23:50:05,1086.184,1103.781,0.183,0.184,40000,2520
SVKJC103,2023-01-01,2023-01-31,0,0.3865,R ,N,2023-02-01T09:55:01,ADMIN,,,,24490432,10.125.126.50,2022-12-31T23:50:42,2023-01-31T23:50:14,2287.222,2335.537,0.244,0.244,8000,2521
WMYPR109,2023-01-01,2023-01-31,0,0.2088,R ,N,2023-02-01T09:55:01,ADMIN,,,,22107045,10.125.126.50,2022-12-31T23:49:43,2023-01-31T23:50:50,2300.289,2305.508,0.315,0.315,40000,2610
SPUSP318,2023-01-01,2023-01-31,2.5274,0,R ,N,2023-02-01T09:55:01,ADMIN,,,,22108233,10.125.126.50,2022-12-31T23:49:55,2023-01-31T23:49:31,0.016,0.016,561.574,572.105,240000,
SVKIA603,2023-01-01,2023-01-31,1.5096,0,R ,N,2023-02-01T09:55:02,ADMIN,,,,22108071,10.125.126.50,2022-12-31T23:51:45,2023-01-31T23:51:18,20.762,20.762,186.857,190.002,480000,
SSARI115,2023-01-01,2023-01-31,0,0.0133,R ,N,2023-02-01T09:55:02,ADMIN,,,,22107510,10.125.126.50,2022-12-31T23:50:05,2023-01-31T23:49:34,188.938,193.37,0.377,0.377,3000,2541
SAIIM016,2023-01-01,2023-01-31,0.0001,0,R ,N,2023-02-01T09:55:02,ADMIN,,,,24490616,10.125.126.50,2022-12-31T23:49:14,2023-01-31T23:48:44,0.029,0.029,0.273,0.275,40000,
SCDOT619,2023-01-01,2023-01-31,0.0084,0,R ,N,2023-02-01T09:55:02,ADMIN,,,,22107035,10.125.126.50,2022-12-31T23:49:55,2023-01-31T23:49:29,111.133,111.133,2.642,2.677,240000,2520
SSNGM135,2023-01-01,2023-01-31,0.0001,0,R ,N,2023-02-01T09:55:02,ADMIN,,,,52303310,10.125.126.50,2022-12-31T23:52:56,2023-01-31T23:52:33,0.022,0.022,0.284,0.287,40000,
SVKIA630,2023-01-01,2023-01-31,2.3374,0,R ,N,2023-02-01T09:55:02,ADMIN,,,,22108239,10.125.126.50,2022-12-31T23:50:58,2023-01-31T23:50:27,0.019,0.019,299.102,308.841,240000,
WNNGL110,2023-01-01,2023-01-31,0,0.5172,R ,N,2023-02-01T09:55:02,ADMIN,,,,24490429,10.125.126.50,2022-12-31T23:47:26,2023-01-31T23:48:32,4960.335,5024.984,0.528,0.528,8000,2630
WVSHL127,2023-01-01,2023-01-31,0.0017,0,R ,N,2023-02-01T09:55:02,ADMIN,,,,24490030,10.125.126.50,2022-12-31T23:48:14,2023-01-31T23:49:22,121.84,121.84,10.36,10.567,8000,2641
SIGNO614,2023-01-01,2023-01-31,16.9176,0,R ,N,2023-02-01T09:55:02,ADMIN,,,,24490293,10.125.126.50,2022-12-31T23:50:11,2023-01-31T23:49:42,0.012,0.012,1724.399,1759.644,480000,
WDJBD613,2023-01-01,2023-01-31,0,0.7507,R ,N,2023-02-01T09:55:02,ADMIN,,,,22107080,10.125.126.50,2022-12-31T19:50:25,2023-01-31T16:04:55,596.368,597.15,5.463,5.463,960000,
WG4PN121,2023-01-01,2023-01-31,0,1.1808,R ,N,2023-02-01T09:55:02,ADMIN,,,,22107159,10.125.126.50,2022-12-31T23:47:08,2023-01-31T23:48:15,1400.435,1429.955,2.29,2.29,40000,2620
WHRGN116,2023-01-01,2023-01-31,0,0.0344,R ,N,2023-02-01T09:55:02,ADMIN,,,,22107138,10.125.126.50,2022-12-31T23:49:49,2023-01-31T23:47:02,113.291,117.592,1.491,1.491,8000,2610
WZAFF130,2023-01-01,2023-01-31,0.0001,0.1335,R ,N,2023-02-01T09:55:02,ADMIN,,,,22107277,10.125.126.50,2022-12-31T23:48:08,2023-01-31T23:49:15,1595.867,1599.205,0.319,0.321,40000,2621
SBWSN128,2023-01-01,2023-01-31,0,0.4779,R ,N,2023-02-01T09:55:02,ADMIN,,,,21001446,10.125.126.50,2022-12-31T23:53:31,2023-01-31T23:53:05,25301.501,25361.236,1.848,1.849,8000,2521
WMDPR111,2023-01-01,2023-01-31,0,0.5691,R ,N,2023-02-01T09:55:02,ADMIN,,,,21001274,10.125.126.50,2022-12-31T23:50:03,2023-01-31T23:51:22,19010.579,19081.714,6.04,6.04,8000,2640
SVSNL102,2023-01-01,2023-01-31,0,0.0142,R ,N,2023-02-01T09:55:02,ADMIN,,,,21001659,10.125.126.50,2022-12-31T23:55:05,2023-01-31T23:54:38,5536.37,5560.02,8.678,8.678,600,2530
SSAKT104,2023-01-01,2023-01-31,0,1.0554,R ,N,2023-02-01T09:55:02,ADMIN,,,,22107148,10.125.126.50,2022-12-31T23:51:34,2023-01-31T23:51:08,8074.757,8206.687,0.63,0.63,8000,2520
WG7PN607,2023-01-01,2023-01-31,0.0001,0,R ,N,2023-02-01T09:55:02,ADMIN,,,,24490086,10.125.126.50,2022-12-31T23:48:09,2023-01-31T23:49:15,0.024,0.024,190.16,190.163,40000,
SJAMI118,2023-01-01,2023-01-31,0.0002,0.004,R ,N,2023-02-01T09:55:02,ADMIN,,,,22108169,10.125.126.50,2022-12-31T23:49:39,2023-01-31T23:49:11,2.24,2.34,0.991,0.995,40000,2542
TDTPG110,2023-01-01,2023-01-31,0,1.2552,R ,N,2023-02-01T09:55:02,ADMIN,,,,21001232,10.125.126.50,2022-12-31T23:49:09,2023-01-31T23:50:24,25452.26,25609.164,0.72,0.72,8000,2660
WGGSH115,2023-01-01,2023-01-31,0.0004,0,R ,N,2023-02-01T09:55:02,ADMIN,,,,22107459,10.125.126.50,2022-12-31,2023-01-31T23:49:08,10.181,10.181,1.631,1.641,40000,2641
SMALV320,2023-01-01,2023-01-31,0.0076,0.1137,R ,N,2023-02-01T09:55:02,ADMIN,,,,21000077,10.125.126.50,2022-12-31T23:52:45,2023-01-31T23:52:20,21932.847,21935.216,230.632,230.791,48000,
SNPHG105,2023-01-01,2023-01-31,0,0.9371,R ,N,2023-02-01T09:55:02,ADMIN,,,,21001239,10.125.126.50,2022-12-31T23:45:28,2023-01-31T23:44:59,22432.985,22550.126,0.004,0.004,8000,2530
WG2PN110,2023-01-01,2023-01-31,0,0.9085,R ,N,2023-02-01T09:55:02,ADMIN,,,,22107174,10.125.126.50,2022-12-31T23:50:52,2023-01-31T23:52:03,3455.995,3569.557,0.239,0.239,8000,2660
SNPHG327,2023-01-01,2023-01-31,7.0685,0,R ,N,2023-02-01T09:55:02,ADMIN,,,,24490239,10.125.126.50,2022-12-31T23:48:00,2023-01-31T18:47:26,0.015,0.015,1200.2,1229.652,240000,
SBTRA116,2023-01-01,2023-01-31,0,0.0094,R ,N,2023-02-01T09:55:02,ADMIN,,,,21001920,10.125.126.50,2022-12-31T23:54:15,2023-01-31T23:53:50,1192.345,1198.595,0.898,0.898,1500,2511
SEXN2112,2023-01-01,2023-01-31,0,0.5058,R ,N,2023-02-01T09:55:02,ADMIN,,,,21001936,10.125.126.50,2022-12-31T23:52:14,2023-01-31T23:51:47,14205.696,14268.922,12.355,12.355,8000,2540
SMTPR109,2023-01-01,2023-01-31,0,0,R ,N,2023-02-01T09:55:02,ADMIN,,,,22108149,10.125.126.50,2022-12-31T23:53:02,2023-01-31T23:52:37,225.248,225.248,0.344,0.345,40000,2541
WMTLA621,2023-01-01,2023-01-31,7.295,0,R ,N,2023-02-01T09:55:02,ADMIN,,,,22107237,10.125.126.50,2022-12-31T23:47:04,2023-01-31T23:48:09,5.316,5.316,1469.591,1484.789,480000,
SIITG115,2023-01-01,2023-01-31,0,0.4498,R ,N,2023-02-01T09:55:02,ADMIN,,,,11001378,10.125.126.50,2022-12-31T23:53:21,2023-01-31T23:52:58,21839.601,21895.826,197.272,197.272,8000,2551
SMTPR121,2023-01-01,2023-01-31,0,0.0063,R ,N,2023-02-01T09:55:02,ADMIN,,,,22108194,10.125.126.50,2022-12-31T23:52:55,2023-01-31T23:52:28,79.137,81.247,0.139,0.139,3000,2541
WVSHL112,2023-01-01,2023-01-31,0,0.4737,R ,N,2023-02-01T09:55:02,ADMIN,,,,24490036,10.125.126.50,2022-12-31T23:48:34,2023-01-31T23:49:42,4347.891,4407.103,38.381,38.381,8000,2610
WNILO605,2023-01-01,2023-01-31,0.0001,0,R ,N,2023-02-01T09:55:02,ADMIN,,,,24490274,10.125.126.50,2022-12-31T23:51:28,2023-01-31T23:52:36,0.012,0.012,690.546,690.549,40000,
WVSHL114,2023-01-01,2023-01-31,0,1.1241,R ,N,2023-02-01T09:55:02,ADMIN,,,,24490050,10.125.126.50,2022-12-31T23:47:54,2023-01-31T23:49:03,5184.001,5324.517,31.21,31.21,8000,2641
SMALV129,2023-01-01,2023-01-31,0,0.4254,R ,N,2023-02-01T09:55:02,ADMIN,,,,52450867,10.125.126.50,2022-12-31T23:51:26,2023-01-31T23:50:59,531.649,542.284,0.149,0.15,40000,2511
SNPHG124,2023-01-01,2023-01-31,0,0.077,R ,N,2023-02-01T09:55:02,ADMIN,,,,21001268,10.125.126.50,2022-12-31T23:51:46,2023-01-31T23:51:20,6109.622,6119.252,0.035,0.035,8000,2530
WPKL2115,2023-01-01,2023-01-31,2.5499,0,R ,N,2023-02-01T09:55:02,ADMIN,,,,22107490,10.125.126.50,2022-12-31T23:46:54,2023-01-31T23:47:59,0.133,0.133,4385.312,4491.558,24000,
SVKJD119,2023-01-01,2023-01-31,0,0.0672,R ,N,2023-02-01T09:55:02,ADMIN,,,,22108189,10.125.126.50,2022-12-31T23:51:26,2023-01-31T23:50:55,140.848,142.529,0.427,0.427,40000,2521
WHAST112,2023-01-01,2023-01-31,0,0.7354,R ,N,2023-02-01T09:55:02,ADMIN,,,,22108121,10.125.126.50,2022-12-31T23:47:44,2023-01-31T23:48:54,1151.979,1170.365,0.213,0.213,40000,2652
SVVHR112,2023-01-01,2023-01-31,0,1.1696,R ,N,2023-02-01T09:55:02,ADMIN,,,,21001480,10.125.126.50,2022-12-31T23:51:51,2023-01-31T23:51:27,32625.313,32771.51,0.003,0.003,8000,2550
SMALV127,2023-01-01,2023-01-31,0,0.7364,R ,N,2023-02-01T09:55:02,ADMIN,,,,52450870,10.125.126.50,2022-12-31T23:50:40,2023-01-31T23:50:11,822.555,840.964,0.153,0.153,40000,2511
WG1PN603,2023-01-01,2023-01-31,0,1.4432,R ,N,2023-02-01T09:55:02,ADMIN,,,,52176461,10.125.126.50,2022-12-31T23:45:52,2023-01-31T23:46:57,251.367,263.394,0.292,0.292,120000,
WMDPR108,2023-01-01,2023-01-31,0,0.9119,R ,N,2023-02-01T09:55:02,ADMIN,,,,21001271,10.125.126.50,2022-12-31T23:49:22,2023-01-31T23:50:37,33675.282,33789.267,6.921,6.921,8000,2640
SVKIA111,2023-01-01,2023-01-31,0.0002,0.0582,R ,N,2023-02-01T09:55:02,ADMIN,,,,22107457,10.125.126.50,2022-12-31T23:53:32,2023-01-31T23:53:04,188.282,189.736,0.682,0.686,40000,2521
WNNGL302,2023-01-01,2023-01-31,0.0007,0.0002,R ,N,2023-02-01T09:55:02,ADMIN,,,,24490405,10.125.126.50,2022-12-31T23:48:10,2023-01-31T23:49:17,1138.343,1138.348,2.74,2.755,48000,
SFTPR102,2023-01-01,2023-01-31,0,0.7082,R ,N,2023-02-01T09:54:50,ADMIN,,,,24490182,10.125.126.50,2022-12-31T23:50:15,2023-01-31T23:49:49,712.823,730.528,0.217,0.217,40000,2520
WA4PV121,2023-01-01,2023-01-31,0,0.768,R ,N,2023-02-01T09:54:50,ADMIN,,,,22107270,10.125.126.50,2022-12-31T23:47:41,2023-01-31T23:48:49,105.891,125.091,0.167,0.167,40000,2640
SIITG302,2023-01-01,2023-01-31,0.2194,1.3325,R ,N,2023-02-01T09:54:50,ADMIN,,,,11000001,10.125.126.50,2022-12-31T23:50:33,2023-01-31T23:50:13,1582.916,1590.319,310.521,311.74,180000,
WJKPG103,2023-01-01,2023-01-31,0,0.7575,R ,N,2023-02-01T09:54:50,ADMIN,,,,21001247,10.125.126.50,2022-12-31T23:48:02,2023-01-31T23:49:17,29255.801,29350.494,0.142,0.142,8000,2651
WPSCV135,2023-01-01,2023-01-31,0,0.554,R ,N,2023-02-01T09:54:50,ADMIN,,,,24490107,10.125.126.50,2022-12-31,2023-01-31T23:50:30,698.526,712.375,0.309,0.309,40000,2630
SSHIV105,2023-01-01,2023-01-31,0,0.3948,R ,N,2023-02-01T09:54:50,ADMIN,,,,11001374,10.125.126.50,2022-12-31T23:54:16,2023-01-31T23:53:46,26473.976,26523.329,0.003,0.003,8000,2520
SFTPR619,2023-01-01,2023-01-31,0.1171,0.0514,R ,N,2023-02-01T09:54:50,ADMIN,,,,24490257,10.125.126.50,2022-12-31T19:50:26,2023-01-31T15:49:55,0.037,0.144,368.377,368.621,480000,
SNPHG102,2023-01-01,2023-01-31,0,0.8514,R ,N,2023-02-01T09:54:50,ADMIN,,,,21001533,10.125.126.50,2022-12-31T23:45:27,2023-01-31T23:45:01,28344.232,28450.66,0.412,0.412,8000,2530
SRKP2121,2023-01-01,2023-01-31,0.0001,0,R ,N,2023-02-01T09:54:50,ADMIN,,,,22107354,10.125.126.50,2022-12-31T23:51:53,2023-01-31T23:51:27,101.445,101.445,0.212,0.214,40000,
WG1PN609,2023-01-01,2023-01-31,0.0001,0,R ,N,2023-02-01T09:54:50,ADMIN,,,,24490126,10.125.126.50,2022-12-31T23:49:41,2023-01-31T23:50:48,0.016,0.017,638.257,638.26,40000,2652
WHAST124,2023-01-01,2023-01-31,0,0.8747,R ,N,2023-02-01T09:54:50,ADMIN,,,,22108133,10.125.126.50,2022-12-31T23:49:54,2023-01-31T23:51:03,1768.383,1790.251,0.215,0.215,40000,2652
WMTLA117,2023-01-01,2023-01-31,0.0005,6.817,R ,N,2023-02-01T09:54:50,ADMIN,,,,22107068,10.125.126.50,2022-12-31T23:48:00,2023-01-31T23:49:08,3102.655,3116.857,0.861,0.862,480000,
SRVAL104,2023-01-01,2023-01-31,0,0.0167,R ,N,2023-02-01T09:54:50,ADMIN,,,,22107439,10.125.126.50,2022-12-31T23:50:18,2023-01-31T23:49:52,435.093,440.675,0.183,0.183,3000,2550
SVVHR116,2023-01-01,2023-01-31,0,0.0103,R ,N,2023-02-01T09:54:50,ADMIN,,,,21001919,10.125.126.50,2022-12-31T23:52:30,2023-01-31T23:52:03,717.002,720.421,0.266,0.266,3000,2550
SBKCM103,2023-01-01,2023-01-31,0,0.162,R ,N,2023-02-01T09:54:50,ADMIN,,,,22106974,10.125.126.50,2022-12-31T23:50:17,2023-01-31T23:49:50,1599.469,1619.714,0.287,0.287,8000,2550
SJNUG117,2023-01-01,2023-01-31,0,1.2272,R ,N,2023-02-01T09:54:50,ADMIN,,,,22106941,10.125.126.50,2022-12-31T23:51:41,2023-01-31T23:51:15,13949.615,14103.012,25.008,25.009,8000,2551
WG7PN122,2023-01-01,2023-01-31,0.0006,0,R ,N,2023-02-01T09:54:50,ADMIN,,,,22108082,10.125.126.50,2022-12-31T23:49:15,2023-01-31T23:50:25,139.276,139.276,0.569,0.584,40000,2660
SSHRI107,2023-01-01,2023-01-31,0,0.6407,R ,N,2023-02-01T09:54:50,ADMIN,,,,22107335,10.125.126.50,2022-12-31T23:50:58,2023-01-31T23:50:30,3537.949,3618.038,89.07,89.07,8000,2551
SRVAL326,2023-01-01,2023-01-31,0.0005,0.6324,R ,N,2023-02-01T09:54:50,ADMIN,,,,24490155,10.125.126.50,2022-12-31T23:48:16,2023-01-31T23:47:45,47.013,49.648,93.689,93.691,240000,
WSGRP107,2023-01-01,2023-01-31,0,0.685,R ,N,2023-02-01T09:54:50,ADMIN,,,,12000152,10.125.126.50,2022-12-31T23:47:51,2023-01-31T23:48:57,14214.167,14299.795,0.371,0.371,8000,2660
SVKJD121,2023-01-01,2023-01-31,0,0.1631,R ,N,2023-02-01T09:54:50,ADMIN,,,,22108158,10.125.126.50,2022-12-31T23:52:20,2023-01-31T23:51:51,295.893,299.971,0.153,0.153,40000,2521
WA43M139,2023-01-01,2023-01-31,0,0.4672,R ,N,2023-02-01T09:54:50,ADMIN,,,,52760725,10.125.126.50,2022-12-31T23:49:47,2023-01-31T23:49:19,106.305,117.984,0.436,0.436,40000,2610
WA4PV106,2023-01-01,2023-01-31,0,0.5407,R ,N,2023-02-01T09:54:50,ADMIN,,,,22107241,10.125.126.50,2022-12-31T23:48:24,2023-01-31T23:49:30,1777.131,1790.649,0.286,0.286,40000,2640
WNNGL301,2023-01-01,2023-01-31,0.0329,0,R ,N,2023-02-01T09:54:50,ADMIN,,,,24490415,10.125.126.50,2022-12-31T23:48:49,2023-01-31T23:49:56,664.874,664.874,15.614,16.3,48000,
SSHRI316,2023-01-01,2023-01-31,9.5062,0,R ,N,2023-02-01T09:54:50,ADMIN,,,,24490367,10.125.126.50,2022-12-31T23:47:46,2023-01-31T23:47:18,0.023,0.023,3565.783,3605.392,240000,
WZAFF122,2023-01-01,2023-01-31,3.5724,0,R ,N,2023-02-01T09:54:50,ADMIN,,,,24490375,10.125.126.50,2022-12-31T23:46:31,2023-01-31T23:47:38,0.011,0.011,7148.122,7296.972,24000,
TDTSG102,2023-01-01,2023-01-31,0.0002,0.0054,R ,N,2023-02-01T09:54:50,ADMIN,,,,21001723,10.125.126.50,2022-12-31T23:52:45,2023-01-31T23:52:17,9368.934,9369.609,291.069,291.091,8000,2541
WA4PV111,2023-01-01,2023-01-31,0,0.8909,R ,N,2023-02-01T09:54:50,ADMIN,,,,22107227,10.125.126.50,2022-12-31T23:50:05,2023-01-31T23:51:12,1967.073,1989.345,20.752,20.752,40000,2640
WSGRP129,2023-01-01,2023-01-31,0,1.0515,R ,N,2023-02-01T09:54:50,ADMIN,,,,22108160,10.125.126.50,2022-12-31T23:49:08,2023-01-31T23:50:18,1409.289,1435.576,0.483,0.483,40000,2660
WPSCV131,2023-01-01,2023-01-31,0,0.7619,R ,N,2023-02-01T09:54:50,ADMIN,,,,24490085,10.125.126.50,2022-12-31,2023-01-31T23:50:09,992.395,1011.443,0.396,0.396,40000,2630
WSGRP118,2023-01-01,2023-01-31,0,0.9659,R ,N,2023-02-01T09:54:50,ADMIN,,,,12000162,10.125.126.50,2022-12-31T23:48:42,2023-01-31T23:49:48,21826.65,21947.382,2.903,2.903,8000,2610
SHUDC112,2023-01-01,2023-01-31,0.0001,0.4345,R ,N,2023-02-01T09:54:50,ADMIN,,,,22107487,10.125.126.50,2022-12-31T23:50:27,2023-01-31T23:50:03,5056.359,5110.669,15.529,15.542,8000,2551
